국가명,기후대,연도,차종 구분,차량 구분,GDP,총수출량,1월,2월,3월,4월,5월,6월,7월,8월,9월,10월,11월,12월
아시아,온대,2024,SUV,SUV,20.0,8667,1212,1171,672,504,278,530,401,1157,626,797,489,830
아시아,온대,2021,전기차,전기차,20.0,6576,394,105,642,699,948,960,250,477,655,94,908,444
중남미,열대,2024,소형차,소형차,20.0,9126,1489,1116,469,693,361,428,1074,749,607,915,228,997
중남미,열대,2022,상업용차,상업용차,20.0,9929,151,896,321,807,1051,1325,373,1244,310,898,1470,1083
중남미,열대,2021,SUV,SUV,20.0,9792,73,626,795,928,92,930,454,1110,1439,1303,1174,868
중남미,열대,2020,전기차,전기차,20.0,9981,1087,677,480,1416,1426,1301,1105,273,784,485,802,145
중동·아프리카,건조,2021,소형차,소형차,20.0,9041,1260,898,783,423,134,761,1056,611,850,295,1194,776
중동·아프리카,건조,2023,상업용차,상업용차,20.0,10311,1105,1012,882,374,198,520,607,853,1193,1480,1051,1036
중동·아프리카,건조,2023,SUV,SUV,20.0,10789,1368,439,1284,352,511,1360,1376,789,258,600,1451,1001
중동·아프리카,건조,2021,전기차,전기차,20.0,10357,845,1191,191,305,1498,1077,623,1259,308,1100,925,1035
동유럽,한랭,2024,소형차,소형차,25.0,9302,1341,614,310,1326,250,396,558,1366,920,645,293,1283
동유럽,한랭,2023,상업용차,상업용차,25.0,9936,587,1030,1024,1484,1124,383,1290,239,97,1406,1048,224
동유럽,한랭,2022,SUV,SUV,25.0,9654,297,859,1292,740,1322,837,322,554,972,757,1230,472
동유럽,한랭,2022,전기차,전기차,25.0,8912,665,1160,881,513,550,229,622,1380,880,469,124,1439
북미-멕시코,건조,2024,소형차,소형차,20.0,9347,760,1326,1196,330,77,1333,314,1140,800,1108,343,620
북미-멕시코,건조,2024,상업용차,상업용차,20.0,11322,966,1094,1206,423,913,1430,1406,737,168,1447,567,965
북미-멕시코,건조,2020,SUV,SUV,20.0,9901,415,1390,748,1418,874,589,709,422,844,488,1051,953
북미-멕시코,건조,2020,전기차,전기차,20.0,11247,1400,758,395,1180,1376,1419,684,279,1483,804,397,1072
북미-미국,온대,2024,소형차,소형차,20.0,11070,1024,613,928,1184,951,952,731,280,1336,297,1437,1337
북미-미국,온대,2024,상업용차,상업용차,20.0,10934,1362,1162,971,328,1464,177,870,1277,613,375,1068,1267
북미-미국,온대,2024,SUV,SUV,20.0,9603,357,503,786,1080,1029,440,236,691,754,1038,1324,1365
북미-미국,온대,2020,전기차,전기차,20.0,7850,1331,340,167,1302,246,202,1110,819,1115,515,619,84
북미-캐나다,한랭,2020,소형차,소형차,20.0,7473,431,162,216,788,1448,920,552,888,73,1297,455,243
북미-캐나다,한랭,2021,상업용차,상업용차,20.0,7733,758,376,1100,647,185,65,927,121,1107,562,1456,429
북미-캐나다,한랭,2023,SUV,SUV,20.0,9497,677,1397,120,500,1203,742,1471,1020,784,528,382,673
북미-캐나다,한랭,2023,전기차,전기차,20.0,8609,1134,550,582,1488,1163,195,121,1379,877,76,766,278
서유럽,온대,2021,소형차,소형차,45.0,10810,1151,751,939,1367,856,343,692,1290,1461,229,1017,714
서유럽,온대,2021,상업용차,상업용차,45.0,9247,1054,1009,393,434,863,923,583,607,881,1291,407,802
서유럽,온대,2023,SUV,SUV,45.0,7630,284,557,1394,557,829,770,391,909,203,932,228,576
서유럽,온대,2023,전기차,전기차,45.0,10989,973,674,921,994,1091,1142,1420,1465,209,1205,445,450
아시아,온대,2022,소형차,소형차,20.0,11913,952,1380,1129,1195,144,1455,1220,1233,549,634,1319,703
아시아,온대,2021,상업용차,상업용차,20.0,9186,782,51,268,1028,603,472,1287,1228,1153,1316,892,106
아시아,온대,2021,SUV,SUV,20.0,8186,1156,1184,81,1470,645,921,522,265,250,555,438,699
아시아,온대,2021,전기차,전기차,20.0,9776,671,1005,886,949,833,1264,879,387,1159,463,546,734
중남미,열대,2022,소형차,소형차,20.0,8713,796,1181,646,1402,733,930,981,288,216,83,168,1289
중남미,열대,2023,상업용차,상업용차,20.0,9854,882,492,321,65,1337,1276,656,975,1029,197,1354,1270
중남미,열대,2020,SUV,SUV,20.0,9003,411,1261,879,788,1429,350,844,961,139,1324,445,172
중남미,열대,2020,전기차,전기차,20.0,11030,1427,1106,204,1453,1442,1079,813,178,546,818,632,1332
중동·아프리카,건조,2024,소형차,소형차,20.0,7252,545,1286,449,423,736,1189,764,220,212,305,328,795
중동·아프리카,건조,2021,상업용차,상업용차,20.0,9582,1173,676,323,634,1469,849,78,1434,363,985,458,1140
중동·아프리카,건조,2020,SUV,SUV,20.0,8119,246,1467,693,804,400,388,480,1376,688,858,52,667
중동·아프리카,건조,2021,전기차,전기차,20.0,13833,1343,1094,1477,1196,1470,868,1253,1478,1135,1080,1272,167
동유럽,한랭,2020,소형차,소형차,25.0,8730,320,769,968,1481,1121,432,234,901,64,1051,976,413
동유럽,한랭,2024,상업용차,상업용차,25.0,8540,937,827,1082,116,187,67,863,528,496,645,1378,1414
동유럽,한랭,2020,SUV,SUV,25.0,8221,652,585,846,66,1409,254,356,844,909,816,587,897
동유럽,한랭,2024,전기차,전기차,25.0,11733,1021,1444,980,1457,1391,1404,1477,228,773,782,334,442
북미-멕시코,건조,2022,소형차,소형차,20.0,8442,1490,604,1082,1119,520,874,269,98,981,840,331,234
북미-멕시코,건조,2020,상업용차,상업용차,20.0,8504,152,199,1236,466,1110,1071,1063,102,955,1081,89,980
북미-멕시코,건조,2022,SUV,SUV,20.0,7239,732,1166,413,1305,535,819,71,556,108,355,823,356
북미-멕시코,건조,2022,전기차,전기차,20.0,10049,696,1397,951,858,357,1398,363,159,1133,1445,995,297
북미-미국,온대,2023,소형차,소형차,20.0,9593,288,1478,71,1348,1065,527,130,970,223,1377,1185,931
북미-미국,온대,2023,상업용차,상업용차,20.0,11354,643,1332,1371,1223,145,601,1266,1186,536,590,1098,1363
북미-미국,온대,2022,SUV,SUV,20.0,7851,362,825,1477,731,1037,559,859,1121,163,177,488,52
북미-미국,온대,2022,전기차,전기차,20.0,10638,515,1329,1189,496,589,458,1263,523,832,1133,1436,875
북미-캐나다,한랭,2023,소형차,소형차,20.0,7981,271,1022,1227,404,231,393,1435,693,236,65,1017,987
북미-캐나다,한랭,2024,상업용차,상업용차,20.0,7158,470,1376,415,208,601,731,145,61,641,396,814,1300
북미-캐나다,한랭,2021,SUV,SUV,20.0,7264,1255,564,273,95,1374,616,166,825,345,186,241,1324
북미-캐나다,한랭,2021,전기차,전기차,20.0,10413,1227,996,1293,483,954,1338,444,100,400,1219,1485,474
서유럽,온대,2020,소형차,소형차,45.0,8297,677,314,1443,375,665,126,932,1407,1160,270,830,98
서유럽,온대,2022,상업용차,상업용차,45.0,9662,1366,451,1235,1427,231,316,478,1188,197,254,1224,1295
서유럽,온대,2021,SUV,SUV,45.0,9213,564,394,441,60,143,990,1149,1313,935,1413,678,1133
서유럽,온대,2024,전기차,전기차,45.0,7807,181,1300,745,296,126,446,155,541,418,1244,1103,1252
아시아,온대,2022,소형차,소형차,20.0,9404,660,302,835,321,1304,1160,395,1397,261,1390,309,1070
아시아,온대,2024,상업용차,상업용차,20.0,11664,1375,1241,1170,453,1035,1136,394,1410,1066,847,612,925
아시아,온대,2023,SUV,SUV,20.0,10903,1288,1292,1107,714,1354,352,69,331,1086,1218,1352,740
아시아,온대,2020,전기차,전기차,20.0,8422,321,988,597,727,512,1367,1126,406,207,884,725,562
중남미,열대,2020,소형차,소형차,20.0,9644,1456,1014,135,1222,1338,595,1397,367,1072,78,483,487
중남미,열대,2020,상업용차,상업용차,20.0,11607,1221,1064,1463,736,1483,319,1113,221,971,640,1368,1008
중남미,열대,2023,SUV,SUV,20.0,6937,326,147,892,1139,735,1047,681,594,431,497,249,199
중남미,열대,2022,전기차,전기차,20.0,7824,771,504,60,318,1061,1385,1184,157,245,1314,725,100
중동·아프리카,건조,2024,소형차,소형차,20.0,9957,1168,201,1294,115,210,1237,685,896,1081,1289,834,947
중동·아프리카,건조,2020,상업용차,상업용차,20.0,10318,263,179,457,1453,858,1089,1473,1005,616,1395,59,1471
중동·아프리카,건조,2023,SUV,SUV,20.0,11446,54,738,1314,1432,1473,1308,517,1116,839,1433,435,787
중동·아프리카,건조,2020,전기차,전기차,20.0,9022,1473,1242,444,268,188,702,816,651,1371,365,554,948
동유럽,한랭,2021,소형차,소형차,25.0,6064,351,636,137,232,892,87,558,822,231,284,1391,443
동유럽,한랭,2022,상업용차,상업용차,25.0,8514,125,533,704,1080,507,68,1256,1391,1479,350,361,660
동유럽,한랭,2020,SUV,SUV,25.0,9865,917,1111,1197,1288,637,590,611,1348,474,349,621,722
동유럽,한랭,2020,전기차,전기차,25.0,8852,423,793,215,1370,98,1419,708,1170,1471,360,522,303
북미-멕시코,건조,2021,소형차,소형차,20.0,12918,1398,1232,1412,1456,1354,1168,964,401,732,979,1017,805
북미-멕시코,건조,2024,상업용차,상업용차,20.0,9357,532,1265,745,836,302,548,817,1428,883,960,709,332
북미-멕시코,건조,2021,SUV,SUV,20.0,7486,400,701,145,1256,993,75,950,620,483,539,392,932
북미-멕시코,건조,2020,전기차,전기차,20.0,9318,1489,362,407,337,1240,167,1042,1200,1297,439,845,493
북미-미국,온대,2022,소형차,소형차,20.0,7697,1186,456,1014,59,689,1368,184,608,751,636,615,131
북미-미국,온대,2020,상업용차,상업용차,20.0,9632,1055,639,760,1220,377,1177,1078,972,50,1020,978,306
북미-미국,온대,2024,SUV,SUV,20.0,7715,199,398,1006,57,653,637,990,106,984,1449,693,543
북미-미국,온대,2024,전기차,전기차,20.0,7840,494,284,319,1115,772,388,298,1366,371,322,772,1339
북미-캐나다,한랭,2021,소형차,소형차,20.0,8915,1449,796,1112,276,342,1214,71,991,1261,706,628,69
북미-캐나다,한랭,2023,상업용차,상업용차,20.0,7694,198,1415,296,267,1085,829,469,1174,298,132,631,900
북미-캐나다,한랭,2022,SUV,SUV,20.0,7156,677,412,623,257,149,378,863,478,434,984,439,1462
북미-캐나다,한랭,2023,전기차,전기차,20.0,8970,183,1186,798,972,870,188,1394,510,1086,423,667,693
서유럽,온대,2024,소형차,소형차,45.0,10932,1166,1283,1033,1013,996,838,255,85,1082,1279,1250,652
서유럽,온대,2020,상업용차,상업용차,45.0,8127,129,974,751,669,555,1000,562,1071,128,881,988,419
서유럽,온대,2024,SUV,SUV,45.0,11997,1468,616,925,1334,1450,568,1253,1027,1406,903,876,171
서유럽,온대,2022,전기차,전기차,45.0,11875,1236,1150,943,1495,754,1457,1338,522,1202,1430,117,231
아시아,온대,2024,소형차,소형차,20.0,11424,1478,345,557,970,87,1127,630,1467,1364,1081,1430,888
아시아,온대,2020,상업용차,상업용차,20.0,9692,588,1164,709,174,1124,1495,1190,681,308,643,1108,508
아시아,온대,2021,SUV,SUV,20.0,7734,373,1084,174,1411,519,360,657,901,530,649,149,927
아시아,온대,2023,전기차,전기차,20.0,11143,1450,1031,1470,516,661,93,1486,931,477,1260,784,984
중남미,열대,2024,소형차,소형차,20.0,7609,268,335,505,580,74,1441,675,620,1012,711,356,1032
중남미,열대,2024,상업용차,상업용차,20.0,11347,754,103,784,1427,695,1434,357,1381,1312,1039,1287,774
중남미,열대,2021,SUV,SUV,20.0,8172,1212,1358,318,383,867,315,632,319,166,1149,964,489
중남미,열대,2020,전기차,전기차,20.0,12174,406,379,1480,1171,1136,1077,732,1069,1424,963,1465,872
중동·아프리카,건조,2021,소형차,소형차,20.0,9270,1304,275,1018,567,371,595,1233,1458,110,726,839,774
중동·아프리카,건조,2020,상업용차,상업용차,20.0,9545,70,835,309,781,1265,1411,1308,782,1087,684,711,302
중동·아프리카,건조,2020,SUV,SUV,20.0,7077,593,1275,341,236,562,445,987,191,208,665,1165,409
중동·아프리카,건조,2023,전기차,전기차,20.0,8943,740,354,364,907,394,782,72,995,585,1353,1035,1362
동유럽,한랭,2024,소형차,소형차,25.0,7503,1043,651,279,88,753,1290,1300,187,251,1160,126,375
동유럽,한랭,2020,상업용차,상업용차,25.0,10481,1461,1079,905,178,1358,1319,1004,907,763,1051,254,202
동유럽,한랭,2021,SUV,SUV,25.0,9674,1087,1344,1135,736,494,702,1091,1027,391,50,1289,328
동유럽,한랭,2021,전기차,전기차,25.0,10327,1281,755,1417,1300,550,194,1455,210,88,666,985,1426
북미-멕시코,건조,2020,소형차,소형차,20.0,10841,1250,466,1283,587,1017,930,1483,552,453,835,503,1482
북미-멕시코,건조,2023,상업용차,상업용차,20.0,10982,743,875,77,1319,246,1395,1357,556,1338,1406,476,1194
북미-멕시코,건조,2020,SUV,SUV,20.0,7335,335,116,558,73,1265,152,448,894,932,1293,1206,63
북미-멕시코,건조,2023,전기차,전기차,20.0,10652,1356,1461,231,1214,910,772,745,1089,795,425,1267,387
북미-미국,온대,2023,소형차,소형차,20.0,8234,77,463,829,535,1375,1187,1028,140,172,1180,194,1054
북미-미국,온대,2024,상업용차,상업용차,20.0,7399,649,120,405,1230,834,712,206,967,136,1087,653,400
북미-미국,온대,2022,SUV,SUV,20.0,10720,247,1202,1171,314,904,1238,1397,104,1440,1274,749,680
북미-미국,온대,2020,전기차,전기차,20.0,9406,209,229,1056,1388,1436,1364,1000,457,1060,313,240,654
북미-캐나다,한랭,2024,소형차,소형차,20.0,9663,979,1205,815,997,798,1183,535,523,632,1261,251,484
북미-캐나다,한랭,2024,상업용차,상업용차,20.0,10300,274,996,1343,230,1300,1207,591,987,250,838,1061,1223
북미-캐나다,한랭,2020,SUV,SUV,20.0,10477,154,913,1472,312,1275,462,520,1305,1301,423,1357,983
북미-캐나다,한랭,2021,전기차,전기차,20.0,10367,1034,1022,828,1006,409,1150,398,1248,139,866,1068,1199
서유럽,온대,2023,소형차,소형차,45.0,9238,774,1380,174,1339,609,471,822,351,556,1496,219,1047
서유럽,온대,2023,상업용차,상업용차,45.0,8542,259,637,1196,773,1220,1441,603,124,802,751,559,177
서유럽,온대,2022,SUV,SUV,45.0,8032,554,127,86,1296,774,303,457,192,574,1337,1388,944
서유럽,온대,2023,전기차,전기차,45.0,6933,399,359,509,75,1112,399,1125,237,1371,261,398,688
아시아,온대,2023,소형차,소형차,20.0,9736,204,995,1204,788,1228,682,75,1175,979,868,460,1078
아시아,온대,2022,상업용차,상업용차,20.0,7771,494,869,549,673,893,299,875,327,1269,1324,104,95
아시아,온대,2022,SUV,SUV,20.0,8352,407,707,1477,506,1200,312,913,1368,66,179,837,380
아시아,온대,2020,전기차,전기차,20.0,9580,1338,573,1347,776,613,864,616,1262,632,801,74,684
중남미,열대,2020,소형차,소형차,20.0,6300,377,1332,423,931,67,298,440,380,79,976,858,139
중남미,열대,2024,상업용차,상업용차,20.0,11589,1420,989,792,387,1002,654,1467,702,717,1206,1177,1076
중남미,열대,2022,SUV,SUV,20.0,11107,1315,886,230,546,903,1235,1465,1402,517,1478,921,209
중남미,열대,2022,전기차,전기차,20.0,8438,289,1320,810,1350,322,962,1133,1143,337,123,139,510
중동·아프리카,건조,2020,소형차,소형차,20.0,11153,1311,713,762,757,244,1110,1241,925,1375,1478,457,780
중동·아프리카,건조,2021,상업용차,상업용차,20.0,9697,284,657,760,1145,1107,324,1431,625,1356,204,1463,341
중동·아프리카,건조,2023,SUV,SUV,20.0,9252,1172,314,1410,776,134,490,517,1158,774,53,1113,1341
중동·아프리카,건조,2023,전기차,전기차,20.0,8291,1277,1275,1041,1005,229,694,1249,243,73,165,741,299
동유럽,한랭,2023,소형차,소형차,25.0,10382,1034,1040,774,938,793,394,598,875,437,1245,1082,1172
동유럽,한랭,2023,상업용차,상업용차,25.0,11071,697,447,983,1356,1373,199,1109,931,1033,1484,1075,384
동유럽,한랭,2020,SUV,SUV,25.0,9012,556,1410,381,1004,861,294,182,459,1118,350,1266,1131
동유럽,한랭,2024,전기차,전기차,25.0,8987,803,52,685,831,1024,1044,1372,679,547,428,1044,478
북미-멕시코,건조,2023,소형차,소형차,20.0,8230,700,419,417,579,1290,1106,645,1084,1368,66,305,251
북미-멕시코,건조,2022,상업용차,상업용차,20.0,7210,270,1148,666,1237,69,1008,1464,200,324,58,586,180
북미-멕시코,건조,2023,SUV,SUV,20.0,7726,716,243,723,810,1169,936,811,470,345,142,369,992
북미-멕시코,건조,2020,전기차,전기차,20.0,8034,674,743,134,938,1282,1005,665,1038,345,204,782,224
북미-미국,온대,2022,소형차,소형차,20.0,10537,973,1360,1285,994,343,1339,1253,641,770,935,110,534
북미-미국,온대,2023,상업용차,상업용차,20.0,11281,1031,1240,1448,1201,263,243,438,319,1297,1389,1375,1037
북미-미국,온대,2021,SUV,SUV,20.0,9860,938,598,1388,1010,706,242,1079,935,217,556,871,1320
북미-미국,온대,2021,전기차,전기차,20.0,12473,1451,883,1315,709,987,1333,387,694,1184,1416,862,1252
북미-캐나다,한랭,2021,소형차,소형차,20.0,8368,176,1440,968,102,297,1188,600,1041,797,300,1202,257
북미-캐나다,한랭,2024,상업용차,상업용차,20.0,10092,580,102,1231,1261,824,578,296,865,1169,1064,704,1418
북미-캐나다,한랭,2022,SUV,SUV,20.0,9668,1495,1473,546,1092,1319,768,52,1176,1018,109,114,506
북미-캐나다,한랭,2024,전기차,전기차,20.0,7867,152,689,596,903,669,1075,147,947,907,404,569,809
서유럽,온대,2023,소형차,소형차,45.0,8836,1088,923,250,882,345,1474,729,185,1000,614,1134,212
서유럽,온대,2023,상업용차,상업용차,45.0,8540,414,336,214,1140,1086,726,1125,1475,796,368,372,488
서유럽,온대,2022,SUV,SUV,45.0,10486,386,1078,451,933,1191,516,1205,1064,1427,807,1274,154
서유럽,온대,2020,전기차,전기차,45.0,10716,849,736,781,302,1153,1459,1343,824,911,1066,463,829
아시아,온대,2023,소형차,소형차,20.0,10413,1488,1199,869,1383,1067,322,271,1171,1376,828,228,211
아시아,온대,2023,상업용차,상업용차,20.0,10876,1457,1093,529,750,1458,867,1281,602,199,1323,1064,253
아시아,온대,2020,SUV,SUV,20.0,7769,735,649,875,495,1160,402,691,863,141,1004,471,283
아시아,온대,2021,전기차,전기차,20.0,8608,792,1244,557,837,444,518,1194,176,400,579,1163,704
중남미,열대,2020,소형차,소형차,20.0,10653,876,256,1050,1215,576,1466,1342,1017,602,1146,733,374
중남미,열대,2024,상업용차,상업용차,20.0,9524,657,895,1447,1191,775,398,809,729,110,378,1270,865
중남미,열대,2023,SUV,SUV,20.0,7537,1031,84,1155,301,1303,89,723,934,658,1042,101,116
중남미,열대,2022,전기차,전기차,20.0,6975,1314,288,201,338,181,938,180,740,930,522,1018,325
중동·아프리카,건조,2020,소형차,소형차,20.0,8753,1101,414,282,968,975,172,877,90,502,1260,1063,1049
중동·아프리카,건조,2022,상업용차,상업용차,20.0,7659,845,181,1099,54,536,108,815,497,573,1006,1363,582
중동·아프리카,건조,2024,SUV,SUV,20.0,6823,909,1133,666,1199,243,1166,406,143,105,61,566,226
중동·아프리카,건조,2024,전기차,전기차,20.0,10232,1215,1311,418,1420,942,771,1063,936,204,584,184,1184
동유럽,한랭,2024,소형차,소형차,25.0,7815,417,979,1068,650,194,677,225,464,141,872,829,1299
동유럽,한랭,2021,상업용차,상업용차,25.0,9590,640,161,1168,1354,296,1090,557,750,288,1022,841,1423
동유럽,한랭,2021,SUV,SUV,25.0,11813,415,1462,1045,1190,549,927,1446,774,1427,916,559,1103
동유럽,한랭,2024,전기차,전기차,25.0,10985,350,912,495,941,1258,403,1193,1051,653,1063,1230,1436
북미-멕시코,건조,2022,소형차,소형차,20.0,9944,150,101,405,1038,1118,425,1492,1346,938,474,1205,1252
북미-멕시코,건조,2024,상업용차,상업용차,20.0,9198,465,63,722,1346,1059,310,585,1319,649,866,525,1289
북미-멕시코,건조,2023,SUV,SUV,20.0,8556,313,72,129,1287,1026,387,398,568,1415,1122,1129,710
북미-멕시코,건조,2022,전기차,전기차,20.0,7897,84,842,956,241,1411,592,168,521,1269,726,642,445
북미-미국,온대,2020,소형차,소형차,20.0,11693,1199,1174,1222,293,456,1447,1107,477,668,1130,1108,1412
북미-미국,온대,2022,상업용차,상업용차,20.0,9552,696,1404,1386,165,1093,161,264,498,998,511,1429,947
북미-미국,온대,2021,SUV,SUV,20.0,7079,1433,497,202,996,530,280,61,565,867,972,542,134
북미-미국,온대,2023,전기차,전기차,20.0,12483,1210,1290,1046,901,1443,1489,1248,684,747,809,238,1378
북미-캐나다,한랭,2020,소형차,소형차,20.0,8685,1001,1077,712,1073,601,587,750,349,976,747,115,697
북미-캐나다,한랭,2023,상업용차,상업용차,20.0,11780,1478,1384,984,1269,1439,1383,396,811,1366,385,283,602
북미-캐나다,한랭,2023,SUV,SUV,20.0,8176,744,180,54,1235,436,929,857,83,781,1272,609,996
북미-캐나다,한랭,2022,전기차,전기차,20.0,11170,1367,796,1420,1413,607,873,1365,272,480,1070,818,689
서유럽,온대,2020,소형차,소형차,45.0,10372,1001,1247,956,275,693,1173,1295,888,828,551,1080,385
서유럽,온대,2022,상업용차,상업용차,45.0,9622,1099,1443,697,1235,1424,107,884,564,585,419,1058,107
서유럽,온대,2020,SUV,SUV,45.0,7226,408,738,1483,201,198,730,1387,127,974,385,405,190
서유럽,온대,2022,전기차,전기차,45.0,10190,825,1241,286,222,1340,1316,188,1103,1099,229,1423,918
아시아,온대,2021,소형차,소형차,20.0,8773,1419,284,765,140,67,647,1481,436,846,1011,533,1144
아시아,온대,2023,상업용차,상업용차,20.0,8254,1034,292,227,443,1384,429,1052,1250,295,1053,422,373
아시아,온대,2022,SUV,SUV,20.0,7515,885,912,466,1415,587,453,232,462,446,774,565,318
아시아,온대,2022,전기차,전기차,20.0,9965,517,1220,1455,1417,874,666,979,79,689,102,724,1243
중남미,열대,2021,소형차,소형차,20.0,9917,734,948,1030,1473,151,1123,58,536,1121,1407,753,583
중남미,열대,2022,상업용차,상업용차,20.0,10887,1273,967,651,1105,628,1311,50,99,1452,553,1300,1498
중남미,열대,2024,SUV,SUV,20.0,10190,767,865,1144,135,663,530,546,1401,1468,923,1123,625
중남미,열대,2021,전기차,전기차,20.0,8805,469,566,702,1088,103,519,1477,1044,529,518,1099,691
중동·아프리카,건조,2024,소형차,소형차,20.0,9831,597,922,1077,607,778,573,147,1347,942,899,444,1498
중동·아프리카,건조,2023,상업용차,상업용차,20.0,8097,515,725,406,782,186,520,605,1335,273,885,598,1267
중동·아프리카,건조,2020,SUV,SUV,20.0,8607,1359,541,759,1124,829,330,584,341,1218,819,230,473
중동·아프리카,건조,2020,전기차,전기차,20.0,13346,1410,828,1486,874,1384,1053,1454,1207,1024,219,1394,1013
동유럽,한랭,2023,소형차,소형차,25.0,11618,920,1171,972,702,1241,1229,1044,982,1251,975,497,634
동유럽,한랭,2021,상업용차,상업용차,25.0,8436,254,414,936,899,1309,192,1183,407,610,381,1468,383
동유럽,한랭,2024,SUV,SUV,25.0,11228,1012,1270,350,1095,1493,850,953,486,284,1274,1129,1032
동유럽,한랭,2023,전기차,전기차,25.0,8229,398,719,252,600,965,1381,337,300,772,467,1164,874
북미-멕시코,건조,2024,소형차,소형차,20.0,9131,910,842,479,989,1316,1072,485,418,715,1105,294,506
북미-멕시코,건조,2023,상업용차,상업용차,20.0,8876,60,762,606,1159,461,354,816,1427,399,625,756,1451
북미-멕시코,건조,2023,SUV,SUV,20.0,10582,1237,329,1499,1378,1022,1178,547,289,1241,248,1404,210
북미-멕시코,건조,2023,전기차,전기차,20.0,7123,674,51,806,371,188,318,1177,1077,237,550,1344,330
북미-미국,온대,2022,소형차,소형차,20.0,9048,1048,510,394,755,1354,1240,1139,800,569,444,485,310
북미-미국,온대,2021,상업용차,상업용차,20.0,8032,561,598,1303,361,207,526,1266,71,558,855,1199,527
북미-미국,온대,2021,SUV,SUV,20.0,8931,122,358,1325,1304,904,1454,809,553,160,1045,450,447
북미-미국,온대,2022,전기차,전기차,20.0,8921,650,997,613,669,711,689,1350,61,516,661,750,1254
북미-캐나다,한랭,2024,소형차,소형차,20.0,7053,700,491,813,729,1035,183,327,715,880,585,152,443
북미-캐나다,한랭,2020,상업용차,상업용차,20.0,11602,538,496,1378,612,1093,1486,935,985,1324,1184,100,1471
북미-캐나다,한랭,2022,SUV,SUV,20.0,8914,586,1246,1384,405,336,1393,330,420,555,967,311,981
북미-캐나다,한랭,2024,전기차,전기차,20.0,7236,185,981,133,386,195,1380,1255,287,247,564,1144,479
서유럽,온대,2021,소형차,소형차,45.0,8806,57,685,1277,1135,1142,548,81,1232,683,872,957,137
서유럽,온대,2020,상업용차,상업용차,45.0,10080,671,683,148,1218,1118,154,1330,1221,461,1498,418,1160
서유럽,온대,2022,SUV,SUV,45.0,10143,348,1174,89,1394,960,665,779,1477,173,958,1162,964
서유럽,온대,2022,전기차,전기차,45.0,9416,393,1018,1282,1064,923,1438,185,564,376,629,1391,153
아시아,온대,2020,소형차,소형차,20.0,8341,461,602,644,524,1370,817,312,433,685,704,616,1173
아시아,온대,2020,상업용차,상업용차,20.0,9099,637,999,609,974,1155,575,1167,1081,757,981,106,58
아시아,온대,2023,SUV,SUV,20.0,9910,1475,475,963,128,770,1270,132,1158,1450,1259,756,74
아시아,온대,2024,전기차,전기차,20.0,9580,143,1379,536,631,1471,374,950,768,284,633,1023,1388
중남미,열대,2022,소형차,소형차,20.0,9151,598,570,1027,462,470,1232,600,1365,647,203,662,1315
중남미,열대,2020,상업용차,상업용차,20.0,10422,772,1058,713,684,1216,984,1349,725,1319,117,1370,115
중남미,열대,2022,SUV,SUV,20.0,9970,1122,747,1073,500,895,1169,635,1265,551,748,914,351
중남미,열대,2020,전기차,전기차,20.0,10249,347,1225,1034,1341,960,709,1245,359,506,1487,376,660
중동·아프리카,건조,2024,소형차,소형차,20.0,6676,129,180,1277,268,277,815,909,597,688,728,63,745
중동·아프리카,건조,2024,상업용차,상업용차,20.0,9178,794,458,653,339,959,345,181,1349,1128,571,1093,1308
중동·아프리카,건조,2024,SUV,SUV,20.0,13047,593,461,1352,832,1251,1031,1494,1499,1125,987,1426,996
중동·아프리카,건조,2021,전기차,전기차,20.0,12230,731,1007,1233,843,566,1081,1182,1221,1103,1424,890,949
동유럽,한랭,2020,소형차,소형차,25.0,10093,1434,635,1337,945,884,128,302,1444,1413,894,520,157
동유럽,한랭,2020,상업용차,상업용차,25.0,8317,1138,1449,263,483,1228,252,141,994,652,367,728,622
동유럽,한랭,2021,SUV,SUV,25.0,9604,922,569,765,869,982,465,1229,229,946,827,434,1367
동유럽,한랭,2023,전기차,전기차,25.0,8877,412,1435,73,228,607,988,1259,1173,434,417,1480,371
북미-멕시코,건조,2021,소형차,소형차,20.0,12683,1237,1261,1482,574,1375,385,957,1064,975,1186,825,1362
북미-멕시코,건조,2022,상업용차,상업용차,20.0,8424,289,736,562,1379,1293,586,454,1395,356,107,882,385
북미-멕시코,건조,2020,SUV,SUV,20.0,8157,552,220,937,306,492,895,1291,620,867,350,571,1056
북미-멕시코,건조,2021,전기차,전기차,20.0,10371,542,951,694,767,207,220,1480,1200,1489,157,1241,1423
북미-미국,온대,2020,소형차,소형차,20.0,7665,73,366,671,983,481,1316,654,167,1259,867,563,265
북미-미국,온대,2021,상업용차,상업용차,20.0,9307,748,1259,169,1096,502,682,991,555,646,883,447,1329
북미-미국,온대,2024,SUV,SUV,20.0,12068,1493,1203,618,214,1455,939,514,1148,1239,1136,1308,801
북미-미국,온대,2024,전기차,전기차,20.0,8561,1023,1098,136,1089,1419,899,643,134,1133,205,376,406
북미-캐나다,한랭,2024,소형차,소형차,20.0,10421,1497,1429,614,971,1167,1179,135,972,680,1382,131,264
북미-캐나다,한랭,2022,상업용차,상업용차,20.0,11129,592,714,1125,1203,401,476,421,1482,1322,1255,640,1498
