국가명,1월,2월,3월,4월,5월,6월,7월,8월,9월,10월,11월,12월,연도,기후대,차량 구분,분류,총수출량,차종,GDP,대표 차량 구분,차량 구분.1,차종 구분
중남미,1767,1290,2594,1971,1662,2142,1739,2467,1891,3370,1150,3751,2025,열대,SUV,일반 차량,25794,Santa Fe,25.0,SUV,SUV,SUV
중남미,1392,1451,230,282,1652,1526,539,711,420,1135,1113,599,2025,열대,전기차,일반 차량,11050,GV70 EV,25.0,전기차,전기차,전기차
중남미,866,907,424,1492,608,643,483,1071,800,316,914,243,2025,열대,전기차,일반 차량,8767,Santa Fe HEV,25.0,전기차,전기차,전기차
중남미,2366,1886,1882,3551,3535,3602,3200,4249,1995,2354,1391,3344,2025,열대,SUV,일반 차량,33355,Tucson,25.0,SUV,SUV,SUV
중동·아프리카,800,1451,1175,831,1455,1513,1049,463,1714,1063,1765,1840,2021,건조,소형차,일반 차량,15119,Exter,25.0,소형차,소형차,소형차
중동·아프리카,1614,706,781,1298,1298,1982,550,1289,1784,1403,1347,559,2021,건조,소형차,일반 차량,14611,GV70,25.0,소형차,소형차,소형차
중동·아프리카,958,1767,782,2988,2491,890,2114,2322,987,1900,2410,932,2021,건조,상업용차,일반 차량,20541,Porter,25.0,상업용차,상업용차,상업용차
중동·아프리카,1074,783,1351,936,2044,2106,1807,1344,1344,1661,1745,776,2021,건조,소형차,일반 차량,16971,i20 N,25.0,소형차,소형차,소형차
중동·아프리카,716,210,490,1733,1613,1690,338,564,611,1457,1457,611,2021,건조,전기차,일반 차량,11490,IONIQ5,25.0,전기차,전기차,전기차
중동·아프리카,1751,923,1512,1261,2045,835,2662,1512,2089,736,1018,994,2021,건조,소형차,일반 차량,17338,i20,25.0,소형차,소형차,소형차
중동·아프리카,1392,1069,1052,305,915,1666,1515,1529,522,252,340,1606,2021,건조,전기차,일반 차량,12163,Santa Fe HEV,25.0,전기차,전기차,전기차
중동·아프리카,340,505,882,683,477,1016,1369,1116,811,648,1765,598,2021,건조,소형차,일반 차량,10210,PV,25.0,소형차,소형차,소형차
중동·아프리카,1102,1623,2609,3530,2928,4093,3377,1340,3104,3383,3530,3413,2021,건조,SUV,일반 차량,34032,Tucson,25.0,SUV,SUV,SUV
중동·아프리카,2771,1429,2179,969,1116,1572,1904,923,2813,2730,935,2413,2021,건조,상업용차,일반 차량,21754,Mighty,25.0,상업용차,상업용차,상업용차
중동·아프리카,532,1402,1582,859,1039,1134,756,844,2041,719,451,1751,2021,건조,소형차,일반 차량,13110,i10,25.0,소형차,소형차,소형차
중동·아프리카,2679,2057,3035,2410,2117,2807,1349,2991,1146,1302,2685,3675,2021,건조,SUV,일반 차량,28253,Tucson OB,25.0,SUV,SUV,SUV
중동·아프리카,1320,2031,1472,1661,1841,2811,3563,2075,2783,2116,1181,1456,2022,건조,SUV,일반 차량,24310,Santa Fe,25.0,SUV,SUV,SUV
중동·아프리카,1277,1281,812,1900,754,1006,1459,1644,1784,1335,1873,2322,2022,건조,소형차,일반 차량,17447,Exter,25.0,소형차,소형차,소형차
중동·아프리카,636,415,1092,724,1847,506,996,1071,1092,1772,1462,843,2022,건조,소형차,일반 차량,12456,CV,25.0,소형차,소형차,소형차
중동·아프리카,535,745,1007,1089,569,1445,903,1348,779,1746,1637,1661,2022,건조,소형차,일반 차량,13464,i10,25.0,소형차,소형차,소형차
중동·아프리카,1339,450,1351,1379,387,592,855,1354,1745,1484,895,931,2022,건조,소형차,일반 차량,12762,NX4m,25.0,소형차,소형차,소형차
중동·아프리카,916,1199,1524,484,1865,1189,1683,1234,396,1741,1891,776,2022,건조,소형차,일반 차량,14898,i20,25.0,소형차,소형차,소형차
중동·아프리카,264,465,813,1050,1729,1685,1243,1800,414,1591,635,600,2022,건조,전기차,일반 차량,12289,Ioniq5,25.0,전기차,전기차,전기차
중동·아프리카,788,902,1293,1063,1183,1303,812,478,859,1036,521,521,2022,건조,전기차,일반 차량,10759,GV70 EV,25.0,전기차,전기차,전기차
중동·아프리카,380,879,1702,456,1603,1519,1157,1359,2227,620,1275,2239,2023,건조,소형차,일반 차량,15416,i10,25.0,소형차,소형차,소형차
중동·아프리카,2756,1656,1272,3621,3971,1459,1663,3930,2834,1269,2545,1917,2023,건조,SUV,일반 차량,28893,Bayon,25.0,SUV,SUV,SUV
중동·아프리카,2920,1208,1895,2853,2443,3483,1077,1599,1028,2725,2856,1937,2023,건조,상업용차,일반 차량,26024,Porter,25.0,상업용차,상업용차,상업용차
중동·아프리카,365,1295,483,390,1801,706,1844,1618,833,1351,905,1534,2023,건조,소형차,일반 차량,13125,i20 N,25.0,소형차,소형차,소형차
중동·아프리카,1407,433,1539,1207,1218,2166,1061,1243,616,1469,718,1207,2023,건조,소형차,일반 차량,14284,NX4m,25.0,소형차,소형차,소형차
중동·아프리카,2910,2542,1292,1996,2332,3864,4521,1950,1878,2182,1950,2542,2023,건조,SUV,일반 차량,29959,Santa Fe,25.0,SUV,SUV,SUV
중동·아프리카,661,622,1333,1478,1916,661,1297,544,1305,1397,1800,530,2023,건조,소형차,일반 차량,13544,GV70,25.0,소형차,소형차,소형차
중동·아프리카,1145,532,1194,241,1426,368,844,1401,999,807,792,1528,2023,건조,전기차,일반 차량,11277,GV70 EV,25.0,전기차,전기차,전기차
중동·아프리카,396,606,1356,768,864,834,1671,1107,1329,1677,1053,1587,2023,건조,소형차,일반 차량,13248,Accent,25.0,소형차,소형차,소형차
중동·아프리카,2510,2248,2102,2254,2147,2495,2058,2672,2858,739,667,1622,2023,건조,상업용차,일반 차량,24372,Mighty,25.0,상업용차,상업용차,상업용차
중동·아프리카,1004,1116,559,1015,650,1536,490,1376,733,337,1512,740,2023,건조,전기차,일반 차량,11068,Santa-Fe HEV,25.0,전기차,전기차,전기차
중동·아프리카,1436,1193,1500,1413,505,1714,1970,569,1548,1474,1644,1138,2024,건조,소형차,일반 차량,16104,GV70,25.0,소형차,소형차,소형차
중동·아프리카,2066,3480,3271,1284,1572,1969,1709,1594,3098,2723,1486,2297,2024,건조,SUV,일반 차량,26549,Santa Fe,25.0,SUV,SUV,SUV
중동·아프리카,1168,2380,820,932,2493,2725,3041,1582,2947,2384,1139,929,2024,건조,상업용차,일반 차량,22540,Mighty,25.0,상업용차,상업용차,상업용차
중동·아프리카,1511,557,798,767,970,1061,2143,537,1849,1934,770,1146,2024,건조,소형차,일반 차량,14043,Creta,25.0,소형차,소형차,소형차
중동·아프리카,1547,1479,1073,1352,1816,1540,1300,1378,509,1644,1518,2004,2024,건조,소형차,일반 차량,17160,i20 N,25.0,소형차,소형차,소형차
중동·아프리카,1107,1855,2293,2495,1301,1448,1348,1826,1643,2703,2577,3376,2024,건조,상업용차,일반 차량,23972,Porter,25.0,상업용차,상업용차,상업용차
중동·아프리카,652,496,1555,779,1167,870,681,634,761,754,888,565,2024,건조,소형차,일반 차량,9802,BHMC,25.0,소형차,소형차,소형차
중동·아프리카,685,578,1274,1013,734,943,818,1587,1570,651,1427,727,2024,건조,전기차,일반 차량,12007,GV70 EV,25.0,전기차,전기차,전기차
중동·아프리카,3008,1628,1784,1868,3835,3591,2611,3828,3886,1555,2371,4720,2024,건조,SUV,일반 차량,34685,Tucson OB,25.0,SUV,SUV,SUV
중동·아프리카,1270,1295,1722,779,1104,779,765,1192,1270,1764,1203,1813,2024,건조,소형차,일반 차량,14956,Elantra,25.0,소형차,소형차,소형차
중동·아프리카,1017,349,1299,1408,1084,1732,1758,1200,1700,921,1132,766,2024,건조,소형차,일반 차량,14366,Stargazer,25.0,소형차,소형차,소형차
중동·아프리카,404,1549,1315,550,974,977,1062,664,515,581,1571,1160,2025,건조,소형차,일반 차량,11322,HB20,25.0,소형차,소형차,소형차
중동·아프리카,1776,1005,1099,1402,2090,1088,1731,1572,1073,1576,1893,1107,2025,건조,소형차,일반 차량,17412,Santa-Fe,25.0,소형차,소형차,소형차
중동·아프리카,1628,595,1157,820,1625,883,1411,1692,595,569,1452,1119,2025,건조,소형차,일반 차량,13546,CV,25.0,소형차,소형차,소형차
중동·아프리카,859,839,1048,1772,1385,1868,1484,1739,1920,605,1911,862,2025,건조,소형차,일반 차량,16292,HTBC,25.0,소형차,소형차,소형차
중동·아프리카,814,530,931,1272,1676,1374,1281,1260,1673,660,1154,1706,2025,건조,소형차,일반 차량,14331,PV,25.0,소형차,소형차,소형차
중동·아프리카,1494,1659,712,539,2064,2360,2187,1139,1074,1686,1139,789,2025,건조,소형차,일반 차량,16842,Exter,25.0,소형차,소형차,소형차
중동·아프리카,1072,856,1257,1226,775,1882,1388,362,802,841,1276,1076,2025,건조,전기차,일반 차량,12813,Santa Fe HEV,25.0,전기차,전기차,전기차
중동·아프리카,851,1032,989,957,767,858,1311,632,1410,402,678,1304,2025,건조,전기차,일반 차량,11191,Ioniq5,25.0,전기차,전기차,전기차
중동·아프리카,1018,2024,3015,3584,1959,3750,2924,1584,1997,1516,1736,2816,2025,건조,SUV,일반 차량,27923,Tucson,25.0,SUV,SUV,SUV
중동·아프리카,949,1258,1400,1016,779,799,1637,1467,601,1155,898,1115,2025,건조,전기차,일반 차량,13074,IONIQ5,25.0,전기차,전기차,전기차
중동·아프리카,1231,657,721,1332,1446,1295,1768,704,771,1389,1674,1315,2025,건조,소형차,일반 차량,14303,NX4m,25.0,소형차,소형차,소형차
